id,famille,nom_service,product_id,prix_mensuel_tnd,cout_revient_tnd,marge_pct,duree
1,Exchange,Exchange Online (Plan 1),CFQ7TTC0LH16,12.1,8.47,30,P1M
2,Exchange,Exchange Online (Plan 1),CFQ7TTC0LH16,127.01,88.91,30,P1Y
3,Exchange,Exchange Online (Plan 2),CFQ7TTC0LH1P,254.02,177.81,30,P1Y
4,Exchange,Exchange Online (Plan 2),CFQ7TTC0LH1P,24.19,16.93,30,P1M
5,Exchange,Exchange Online Archiving for Exchange Online,CFQ7TTC0LH0J,2.55,1.78,30,P1M
6,Exchange,Exchange Online Archiving for Exchange Online,CFQ7TTC0LH0J,26.84,18.79,30,P1Y
7,Exchange,Exchange Online Archiving for Exchange Online,CFQ7TTC0LH0J,95.26,66.68,30,P1Y
8,Exchange,Exchange Online Archiving for Exchange Online,CFQ7TTC0LH0J,9.07,6.35,30,P1M
9,Exchange,Exchange Online Archiving for Exchange Server,CFQ7TTC0LHQ5,95.26,66.68,30,P1Y
10,Exchange,Exchange Online Archiving for Exchange Server,CFQ7TTC0LHQ5,9.07,6.35,30,P1M
11,Exchange,Exchange Online Kiosk,CFQ7TTC0LH0L,6.05,4.23,30,P1M
12,Exchange,Exchange Online Kiosk,CFQ7TTC0LH0L,63.5,44.45,30,P1Y
13,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,13.01,9.11,30,P1M
14,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,0.0,0.0,30,P1Y
15,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,17.55,12.28,30,P1M
16,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,13.01,9.11,30,P1M
17,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,184.09,128.86,30,P1Y
18,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,136.46,95.52,30,P1Y
19,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,17.55,12.28,30,P1M
20,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,184.09,128.86,30,P1Y
21,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,0.0,0.0,30,P1M
22,Microsoft 365,Microsoft 365 A3,CFQ7TTC0LHPL,136.46,95.52,30,P1Y
23,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,24.19,16.93,30,P1M
24,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,342.85,240.0,30,P1Y
25,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,254.02,177.81,30,P1Y
26,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,342.85,240.0,30,P1Y
27,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,32.67,22.87,30,P1M
28,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,254.02,177.81,30,P1Y
29,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,0.0,0.0,30,P1Y
30,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,24.19,16.93,30,P1M
31,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,0.0,0.0,30,P1M
32,Microsoft 365,Microsoft 365 A5,CFQ7TTC0LHPJ,32.67,22.87,30,P1M
33,Microsoft 365,Microsoft 365 A5 for students use benefit,CFQ7TTC0LHP8,0.0,0.0,30,P1Y
34,Microsoft 365,Microsoft 365 A5 for students use benefit,CFQ7TTC0LHP8,0.0,0.0,30,P1M
35,Microsoft 365,Microsoft 365 Apps for business,CFQ7TTC0LH1G,25.11,17.58,30,P1M
36,Microsoft 365,Microsoft 365 Apps for business,CFQ7TTC0LH1G,263.47,184.43,30,P1Y
37,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,107.35,75.14,30,P1Y
38,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,55.57,38.9,30,P1Y
39,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,5.29,3.7,30,P1M
40,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,10.21,7.15,30,P1M
41,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,0.0,0.0,30,P1M
42,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,72.95,51.06,30,P1Y
43,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,6.96,4.87,30,P1M
44,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,381.02,266.71,30,P1Y
45,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,36.29,25.4,30,P1M
46,Microsoft 365,Microsoft 365 Apps for enterprise,CFQ7TTC0LGZT,0.0,0.0,30,P1Y
47,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,4.54,3.18,30,P1M
48,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,0.0,0.0,30,P1M
49,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,0.0,0.0,30,P1Y
50,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,0.0,0.0,30,P1M
51,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,0.0,0.0,30,P1M
52,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,158.76,111.13,30,P1Y
53,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,15.12,10.58,30,P1M
54,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,0.0,0.0,30,P1Y
55,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,47.63,33.34,30,P1Y
56,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,3.4,2.38,30,P1M
57,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,35.91,25.14,30,P1Y
58,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,0.0,0.0,30,P1Y
59,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,63.5,44.45,30,P1Y
60,Microsoft 365,Microsoft 365 Audio Conferencing,CFQ7TTC0LHSL,6.05,4.23,30,P1M
61,Microsoft 365,Microsoft 365 Business Basic,CFQ7TTC0LH18,1008.13,705.69,30,P1Y
62,Microsoft 365,Microsoft 365 Business Basic,CFQ7TTC0LH18,18.14,12.7,30,P1M
63,Microsoft 365,Microsoft 365 Business Basic,CFQ7TTC0LH18,0.0,0.0,30,P1M
64,Microsoft 365,Microsoft 365 Business Basic,CFQ7TTC0LH18,1071.63,750.14,30,P1Y
65,Microsoft 365,Microsoft 365 Business Basic,CFQ7TTC0LH18,0.0,0.0,30,P1Y
66,Microsoft 365,Microsoft 365 Business Basic,CFQ7TTC0LH18,139.86,97.9,30,P1Y
67,Microsoft 365,Microsoft 365 Business Basic,CFQ7TTC0LH18,190.51,133.36,30,P1Y
68,Microsoft 365,Microsoft 365 Business Basic,CFQ7TTC0LH18,13.29,9.3,30,P1M
69,Microsoft 365,Microsoft 365 Business Premium,CFQ7TTC0LCHC,56.83,39.78,30,P1M
70,Microsoft 365,Microsoft 365 Business Premium,CFQ7TTC0LCHC,698.54,488.98,30,P1Y
71,Microsoft 365,Microsoft 365 Business Premium,CFQ7TTC0LCHC,66.53,46.57,30,P1M
72,Microsoft 365,Microsoft 365 Business Premium,CFQ7TTC0LCHC,18.71,13.1,30,P1M
73,Microsoft 365,Microsoft 365 Business Premium,CFQ7TTC0LCHC,196.56,137.59,30,P1Y
74,Microsoft 365,Microsoft 365 Business Premium,CFQ7TTC0LCHC,1448.5,1013.95,30,P1Y
75,Microsoft 365,Microsoft 365 Business Premium,CFQ7TTC0LCHC,1347.19,943.03,30,P1Y
76,Microsoft 365,Microsoft 365 Business Premium,CFQ7TTC0LCHC,596.48,417.54,30,P1Y
77,Microsoft 365,Microsoft 365 Business Standard,CFQ7TTC0LDPB,28.1,19.67,30,P1M
78,Microsoft 365,Microsoft 365 Business Standard,CFQ7TTC0LDPB,1147.23,803.06,30,P1Y
79,Microsoft 365,Microsoft 365 Business Standard,CFQ7TTC0LDPB,1045.55,731.88,30,P1Y
80,Microsoft 365,Microsoft 365 Business Standard,CFQ7TTC0LDPB,37.8,26.46,30,P1M
81,Microsoft 365,Microsoft 365 Business Standard,CFQ7TTC0LDPB,396.9,277.83,30,P1Y
82,Microsoft 365,Microsoft 365 Business Standard,CFQ7TTC0LDPB,10.21,7.15,30,P1M
83,Microsoft 365,Microsoft 365 Business Standard,CFQ7TTC0LDPB,107.35,75.14,30,P1Y
84,Microsoft 365,Microsoft 365 Business Standard,CFQ7TTC0LDPB,294.84,206.39,30,P1Y
85,Microsoft 365,Microsoft 365 Copilot,CFQ7TTC0MM8R,657.34,460.14,30,P1Y
86,Microsoft 365,Microsoft 365 Copilot,CFQ7TTC0MM8R,750.33,525.23,30,P1Y
87,Microsoft 365,Microsoft 365 Copilot,CFQ7TTC0MM8R,657.34,460.14,30,P1Y
88,Microsoft 365,Microsoft 365 Copilot,CFQ7TTC0MM8R,910.98,637.69,30,P1Y
89,Microsoft 365,Microsoft 365 Copilot,CFQ7TTC0MM8R,1071.63,750.14,30,P1Y
90,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,1143.07,800.15,30,P1Y
91,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,30.62,21.43,30,P1M
92,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,321.68,225.18,30,P1Y
93,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,108.86,76.2,30,P1M
94,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,871.67,610.17,30,P1Y
95,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,9.07,6.35,30,P1M
96,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,108.86,76.2,30,P1M
97,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,9.07,6.35,30,P1M
98,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,871.67,610.17,30,P1Y
99,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,95.26,66.68,30,P1Y
100,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,1143.07,800.15,30,P1Y
101,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,83.0,58.1,30,P1M
102,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,95.26,66.68,30,P1Y
103,Microsoft 365,Microsoft 365 E3,CFQ7TTC0LFLX,83.0,58.1,30,P1M
104,Microsoft 365,Microsoft 365 E5,CFQ7TTC0LFLZ,146.51,102.56,30,P1M
105,Microsoft 365,Microsoft 365 E5,CFQ7TTC0LFLZ,1538.46,1076.92,30,P1Y
106,Microsoft 365,Microsoft 365 E5,CFQ7TTC0LFLZ,1809.86,1266.9,30,P1Y
107,Microsoft 365,Microsoft 365 E5,CFQ7TTC0LFLZ,172.37,120.66,30,P1M
108,Microsoft 365,Microsoft 365 E5,CFQ7TTC0LFLZ,77.55,54.28,30,P1M
109,Microsoft 365,Microsoft 365 E5,CFQ7TTC0LFLZ,814.59,570.21,30,P1Y
110,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,3.06,2.14,30,P1M
111,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,254.02,177.81,30,P1Y
112,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,5.29,3.7,30,P1M
113,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,17.7,12.39,30,P1M
114,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,254.02,177.81,30,P1Y
115,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,32.13,22.49,30,P1Y
116,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,24.19,16.93,30,P1M
117,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,72.95,51.06,30,P1Y
118,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,185.6,129.92,30,P1Y
119,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,39.31,27.52,30,P1M
120,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,24.19,16.93,30,P1M
121,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,10.9,7.63,30,P1M
122,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,6.96,4.87,30,P1M
123,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,412.78,288.95,30,P1Y
124,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,55.57,38.9,30,P1Y
125,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,114.16,79.91,30,P1Y
126,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,114.16,79.91,30,P1Y
127,Microsoft 365,Microsoft 365 F1,CFQ7TTC0MBMD,10.9,7.63,30,P1M
128,Microsoft 365,Microsoft 365 F3,CFQ7TTC0LH05,24.19,16.93,30,P1M
129,Microsoft 365,Microsoft 365 F3,CFQ7TTC0LH05,254.02,177.81,30,P1Y
130,Microsoft 365,Microsoft 365 F3,CFQ7TTC0LH05,71.44,50.01,30,P1Y
131,Microsoft 365,Microsoft 365 F3,CFQ7TTC0LH05,20.95,14.66,30,P1M
132,Microsoft 365,Microsoft 365 F3,CFQ7TTC0LH05,6.8,4.76,30,P1M
133,Microsoft 365,Microsoft 365 F3,CFQ7TTC0LH05,220.0,154.0,30,P1Y
134,Autre,Microsoft Defender for Business,CFQ7TTC0HX56,4.1,2.87,30,P1M
135,Autre,Microsoft Defender for Business,CFQ7TTC0HX56,42.71,29.9,30,P1Y
136,Autre,Microsoft Defender for Business,CFQ7TTC0HX56,9.07,6.35,30,P1M
137,Autre,Microsoft Defender for Business,CFQ7TTC0HX56,95.26,66.68,30,P1Y
138,Autre,Microsoft Defender for Business servers,CFQ7TTC0QKW2,4.1,2.87,30,P1M
139,Autre,Microsoft Defender for Business servers,CFQ7TTC0QKW2,42.71,29.9,30,P1Y
140,Autre,Microsoft Defender for Business servers,CFQ7TTC0QKW2,95.26,66.68,30,P1Y
141,Autre,Microsoft Defender for Business servers,CFQ7TTC0QKW2,9.07,6.35,30,P1M
142,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,22.3,15.61,30,P1Y
143,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,76.36,53.45,30,P1Y
144,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,111.13,77.79,30,P1Y
145,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,7.24,5.07,30,P1M
146,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,31.37,21.96,30,P1Y
147,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,2.99,2.09,30,P1M
148,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,2.11,1.48,30,P1M
149,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,10.58,7.41,30,P1M
150,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,2.11,1.48,30,P1M
151,Autre,Microsoft Defender for Cloud Apps,CFQ7TTC0LHRR,22.3,15.61,30,P1Y
152,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,9.07,6.35,30,P1M
153,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,1.83,1.28,30,P1M
154,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,18.9,13.23,30,P1Y
155,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,1.83,1.28,30,P1M
156,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,2.55,1.78,30,P1M
157,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,6.05,4.23,30,P1M
158,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,26.84,18.79,30,P1Y
159,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,18.9,13.23,30,P1Y
160,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,63.5,44.45,30,P1Y
161,Autre,Microsoft Defender for Endpoint P1/F1,CFQ7TTC0J1GB,95.26,66.68,30,P1Y
162,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,10.58,7.41,30,P1M
163,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,3.02,2.11,30,P1M
164,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,165.19,115.63,30,P1Y
165,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,7.15,5.0,30,P1M
166,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,31.75,22.22,30,P1Y
167,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,111.13,77.79,30,P1Y
168,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,7.15,5.0,30,P1M
169,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,15.72,11.0,30,P1M
170,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,74.84,52.39,30,P1Y
171,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,7.56,5.29,30,P1M
172,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,165.19,115.63,30,P1Y
173,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,74.84,52.39,30,P1Y
174,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,15.72,11.0,30,P1M
175,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,79.38,55.57,30,P1Y
176,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,165.19,115.63,30,P1Y
177,Autre,Microsoft Defender for Endpoint P2,CFQ7TTC0LGV0,15.72,11.0,30,P1M
178,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,34.78,24.35,30,P1Y
179,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,174.64,122.25,30,P1Y
180,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,34.78,24.35,30,P1Y
181,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,3.34,2.34,30,P1M
182,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,117.56,82.29,30,P1Y
183,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,78.62,55.03,30,P1Y
184,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,7.5,5.25,30,P1M
185,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,3.34,2.34,30,P1M
186,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,16.63,11.64,30,P1M
187,Autre,Microsoft Defender for Identity,CFQ7TTC0LH0D,11.18,7.83,30,P1M
188,Autre,Microsoft Defender for IoT - EIoT Device License - add-on,CFQ7TTC0MZH6,26.84,18.79,30,P1Y
189,Autre,Microsoft Defender for IoT - EIoT Device License - add-on,CFQ7TTC0MZH6,2.58,1.81,30,P1M
190,Autre,Microsoft Defender for IoT - EIoT Device License - add-on,CFQ7TTC0MZH6,2.58,1.81,30,P1M
191,Autre,Microsoft Defender for IoT - EIoT Device License - add-on,CFQ7TTC0MZH6,2.58,1.81,30,P1M
192,Autre,Microsoft Defender for IoT - EIoT Device License - add-on,CFQ7TTC0MZH6,26.84,18.79,30,P1Y
193,Autre,Microsoft Defender for IoT - EIoT Device License - add-on,CFQ7TTC0MZH6,26.84,18.79,30,P1Y
194,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,2222.64,1555.85,30,P1Y
195,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,4762.8,3333.96,30,P1Y
196,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,47628.0,33339.6,30,P1Y
197,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,47628.0,33339.6,30,P1Y
198,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,4762.8,3333.96,30,P1Y
199,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,7938.0,5556.6,30,P1Y
200,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,2222.64,1555.85,30,P1Y
201,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,2222.64,1555.85,30,P1Y
202,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,12700.8,8890.56,30,P1Y
203,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,12700.8,8890.56,30,P1Y
204,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,7938.0,5556.6,30,P1Y
205,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,12700.8,8890.56,30,P1Y
206,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,7938.0,5556.6,30,P1Y
207,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,4762.8,3333.96,30,P1Y
208,Autre,Microsoft Defender for IoT - OT Site License,CFQ7TTC0MLTF,47628.0,33339.6,30,P1Y
209,Microsoft 365,Microsoft Defender for Office 365 (Plan 1),CFQ7TTC0LH04,2.11,1.48,30,P1M
210,Microsoft 365,Microsoft Defender for Office 365 (Plan 1),CFQ7TTC0LH04,63.5,44.45,30,P1Y
211,Microsoft 365,Microsoft Defender for Office 365 (Plan 1),CFQ7TTC0LH04,6.05,4.23,30,P1M
212,Microsoft 365,Microsoft Defender for Office 365 (Plan 1),CFQ7TTC0LH04,28.73,20.11,30,P1Y
213,Microsoft 365,Microsoft Defender for Office 365 (Plan 1),CFQ7TTC0LH04,44.6,31.22,30,P1Y
214,Microsoft 365,Microsoft Defender for Office 365 (Plan 1),CFQ7TTC0LH04,42.71,29.9,30,P1Y
215,Microsoft 365,Microsoft Defender for Office 365 (Plan 1),CFQ7TTC0LH04,4.1,2.87,30,P1M
216,Microsoft 365,Microsoft Defender for Office 365 (Plan 1),CFQ7TTC0LH04,0.0,0.0,30,P1M
217,Microsoft 365,Microsoft Defender for Office 365 (Plan 1),CFQ7TTC0LH04,4.22,2.95,30,P1M
