id,famille,nom_service,product_id,prix_mensuel_tnd,cout_revient_tnd,marge_pct,duree
440,Teams,Microsoft Teams Enterprise,CFQ7TTC0MZJF,271.4,189.98,30,P1Y
441,Teams,Microsoft Teams Essentials,CFQ7TTC0JN4R,12.1,8.47,30,P1M
442,Teams,Microsoft Teams Essentials,CFQ7TTC0JN4R,127.01,88.91,30,P1Y
443,Teams,Microsoft Teams Essentials and Microsoft Teams Phone with​ Domestic Calling,CFQ7TTC0MJ3G,635.04,444.53,30,P1Y
444,Teams,Microsoft Teams Essentials and Microsoft Teams Phone with​ Domestic Calling,CFQ7TTC0MJ3G,60.48,42.34,30,P1M
445,Teams,Microsoft Teams Essentials and Microsoft Teams Phone with​ Pay as you go Calling,CFQ7TTC0MJ2C,476.28,333.4,30,P1Y
446,Teams,Microsoft Teams Essentials with Phone,CFQ7TTC0RC5R,381.02,266.71,30,P1Y
447,Teams,Microsoft Teams Essentials with Phone,CFQ7TTC0RC5R,36.29,25.4,30,P1M
448,Teams,Microsoft Teams Phone Resource Account,CFQ7TTC0LH0R,0.0,0.0,30,P1M
449,Teams,Microsoft Teams Phone Resource Account,CFQ7TTC0LH0R,0.0,0.0,30,P1Y
450,Teams,Microsoft Teams Phone Resource Account,CFQ7TTC0LH0R,0.0,0.0,30,P1M
451,Teams,Microsoft Teams Phone Resource Account,CFQ7TTC0LH0R,0.0,0.0,30,P1Y
452,Teams,Microsoft Teams Phone Resource Account,CFQ7TTC0LH0R,0.0,0.0,30,P1Y
453,Teams,Microsoft Teams Phone Resource Account,CFQ7TTC0LH0R,0.0,0.0,30,P1M
454,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,15.12,10.58,30,P1M
455,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,30.24,21.17,30,P1M
456,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,317.52,222.26,30,P1Y
457,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,95.26,66.68,30,P1Y
458,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,142.88,100.02,30,P1Y
459,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,9.07,6.35,30,P1M
460,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,158.76,111.13,30,P1Y
461,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,6.96,4.87,30,P1M
462,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,72.95,51.06,30,P1Y
463,Teams,Microsoft Teams Phone Standard,CFQ7TTC0LH0T,13.61,9.53,30,P1M
464,Teams,Microsoft Teams Phone with​ Pay as you go Calling,CFQ7TTC0MJ20,412.78,288.95,30,P1Y
465,Teams,Microsoft Teams Rooms Pro,CFQ7TTC0QW7C,508.03,355.62,30,P1Y
466,Teams,Microsoft Teams Rooms Pro,CFQ7TTC0QW7C,48.38,33.87,30,P1M
467,Teams,Microsoft Teams Rooms Pro,CFQ7TTC0QW7C,120.96,84.67,30,P1M
468,Teams,Microsoft Teams Rooms Pro,CFQ7TTC0QW7C,34.02,23.81,30,P1M
469,Teams,Microsoft Teams Rooms Pro,CFQ7TTC0QW7C,1270.08,889.06,30,P1Y
470,Teams,Microsoft Teams Rooms Pro,CFQ7TTC0QW7C,357.21,250.05,30,P1Y
471,Teams,Microsoft Teams Shared Devices,CFQ7TTC0LH0V,10.9,7.63,30,P1M
472,Teams,Microsoft Teams Shared Devices,CFQ7TTC0LH0V,6.96,4.87,30,P1M
473,Teams,Microsoft Teams Shared Devices,CFQ7TTC0LH0V,24.19,16.93,30,P1M
474,Teams,Microsoft Teams Shared Devices,CFQ7TTC0LH0V,254.02,177.81,30,P1Y
475,Teams,Microsoft Teams Shared Devices,CFQ7TTC0LH0V,9.07,6.35,30,P1M
476,Teams,Microsoft Teams Shared Devices,CFQ7TTC0LH0V,114.16,79.91,30,P1Y
477,Teams,Microsoft Teams Shared Devices,CFQ7TTC0LH0V,72.95,51.06,30,P1Y
478,Teams,Microsoft Teams Shared Devices,CFQ7TTC0LH0V,95.26,66.68,30,P1Y
479,Microsoft 365,Office 365 A1,CFQ7TTC0LHPK,0.0,0.0,30,P1M
480,Microsoft 365,Office 365 A1,CFQ7TTC0LHPK,0.0,0.0,30,P1Y
481,Microsoft 365,Office 365 A1,CFQ7TTC0LHPK,0.0,0.0,30,P1M
482,Microsoft 365,Office 365 A1,CFQ7TTC0LHPK,0.0,0.0,30,P1Y
483,Microsoft 365,Office 365 A3,CFQ7TTC0LHPP,0.0,0.0,30,P1Y
484,Microsoft 365,Office 365 A3,CFQ7TTC0LHPP,0.0,0.0,30,P1M
485,Microsoft 365,Office 365 A3,CFQ7TTC0LHPP,104.71,73.3,30,P1Y
486,Microsoft 365,Office 365 A3,CFQ7TTC0LHPP,7.56,5.29,30,P1M
487,Microsoft 365,Office 365 A3,CFQ7TTC0LHPP,79.38,55.57,30,P1Y
488,Microsoft 365,Office 365 A3,CFQ7TTC0LHPP,9.99,6.99,30,P1M
489,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,0.0,0.0,30,P1M
490,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,254.02,177.81,30,P1Y
491,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,24.19,16.93,30,P1M
492,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,190.51,133.36,30,P1Y
493,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,254.02,177.81,30,P1Y
494,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,18.14,12.7,30,P1M
495,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,190.51,133.36,30,P1Y
496,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,18.14,12.7,30,P1M
497,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,0.0,0.0,30,P1Y
498,Microsoft 365,Office 365 A5,CFQ7TTC0LHPM,24.19,16.93,30,P1M
499,Microsoft 365,Office 365 Data Loss Prevention,CFQ7TTC0LHSW,26.84,18.79,30,P1Y
500,Microsoft 365,Office 365 Data Loss Prevention,CFQ7TTC0LHSW,9.07,6.35,30,P1M
501,Microsoft 365,Office 365 Data Loss Prevention,CFQ7TTC0LHSW,2.55,1.78,30,P1M
502,Microsoft 365,Office 365 Data Loss Prevention,CFQ7TTC0LHSW,95.26,66.68,30,P1Y
503,Microsoft 365,Office 365 E1,CFQ7TTC0LF8Q,215.46,150.82,30,P1Y
504,Microsoft 365,Office 365 E1,CFQ7TTC0LF8Q,89.21,62.45,30,P1Y
505,Microsoft 365,Office 365 E1,CFQ7TTC0LF8Q,20.54,14.38,30,P1M
506,Microsoft 365,Office 365 E1,CFQ7TTC0LF8Q,8.51,5.96,30,P1M
507,Microsoft 365,Office 365 E1,CFQ7TTC0LF8Q,30.24,21.17,30,P1M
508,Microsoft 365,Office 365 E1,CFQ7TTC0LF8Q,317.52,222.26,30,P1Y
509,Microsoft 365,Office 365 E1 Plus,CFQ7TTC0RP6W,50.78,35.55,30,P1M
510,Microsoft 365,Office 365 E1 Plus,CFQ7TTC0RP6W,60.48,42.34,30,P1M
511,Microsoft 365,Office 365 E1 Plus,CFQ7TTC0RP6W,635.04,444.53,30,P1Y
512,Microsoft 365,Office 365 E1 Plus,CFQ7TTC0RP6W,532.98,373.09,30,P1Y
513,Microsoft 365,Office 365 E3,CFQ7TTC0LF8R,458.89,321.22,30,P1Y
514,Microsoft 365,Office 365 E3,CFQ7TTC0LF8R,19.56,13.69,30,P1M
515,Microsoft 365,Office 365 E3,CFQ7TTC0LF8R,205.25,143.67,30,P1Y
516,Microsoft 365,Office 365 E3,CFQ7TTC0LF8R,43.69,30.58,30,P1M
517,Microsoft 365,Office 365 E3,CFQ7TTC0LF8R,730.3,511.21,30,P1Y
518,Microsoft 365,Office 365 E3,CFQ7TTC0LF8R,69.55,48.68,30,P1M
519,Microsoft 365,Office 365 E5,CFQ7TTC0LF8S,114.91,80.44,30,P1M
520,Microsoft 365,Office 365 E5,CFQ7TTC0LF8S,51.72,36.2,30,P1M
521,Microsoft 365,Office 365 E5,CFQ7TTC0LF8S,1206.58,844.61,30,P1Y
522,Microsoft 365,Office 365 E5,CFQ7TTC0LF8S,542.81,379.97,30,P1Y
523,Microsoft 365,Office 365 E5,CFQ7TTC0LF8S,89.05,62.33,30,P1M
524,Microsoft 365,Office 365 E5,CFQ7TTC0LF8S,935.17,654.62,30,P1Y
525,Microsoft 365,Office 365 Extra File Storage,CFQ7TTC0LHS9,6.43,4.5,30,P1Y
526,Microsoft 365,Office 365 Extra File Storage,CFQ7TTC0LHS9,0.6,0.42,30,P1M
527,Microsoft 365,Office 365 Extra File Storage,CFQ7TTC0LHS9,6.43,4.5,30,P1Y
528,Microsoft 365,Office 365 Extra File Storage,CFQ7TTC0LHS9,3.02,2.11,30,P1Y
529,Microsoft 365,Office 365 Extra File Storage,CFQ7TTC0LHS9,0.6,0.42,30,P1M
530,Microsoft 365,Office 365 Extra File Storage,CFQ7TTC0LHS9,0.28,0.2,30,P1M
531,Microsoft 365,Office 365 F3,CFQ7TTC0LGZW,111.13,77.79,30,P1Y
532,Microsoft 365,Office 365 F3,CFQ7TTC0LGZW,10.58,7.41,30,P1M
533,Microsoft 365,Office 365 F3,CFQ7TTC0LGZW,3.4,2.38,30,P1M
534,Microsoft 365,Office 365 F3,CFQ7TTC0LGZW,35.91,25.14,30,P1Y
535,Microsoft 365,Office 365 F3,CFQ7TTC0LGZW,12.1,8.47,30,P1M
536,Microsoft 365,Office 365 F3,CFQ7TTC0LGZW,127.01,88.91,30,P1Y
537,Autre,OneDrive for business (Plan 1),CFQ7TTC0LHSV,15.12,10.58,30,P1M
538,Autre,OneDrive for business (Plan 1),CFQ7TTC0LHSV,158.76,111.13,30,P1Y
539,Autre,OneDrive for business (Plan 2),CFQ7TTC0LH1M,30.24,21.17,30,P1M
540,Autre,OneDrive for business (Plan 2),CFQ7TTC0LH1M,317.52,222.26,30,P1Y
541,Autre,Planner and Project Plan 3,CFQ7TTC0HDB0,13.61,9.53,30,P1M
542,Autre,Planner and Project Plan 3,CFQ7TTC0HDB0,18.14,12.7,30,P1M
543,Autre,Planner and Project Plan 3,CFQ7TTC0HDB0,428.65,300.05,30,P1Y
544,Autre,Planner and Project Plan 3,CFQ7TTC0HDB0,952.56,666.79,30,P1Y
545,Autre,Planner and Project Plan 3,CFQ7TTC0HDB0,40.82,28.57,30,P1M
546,Autre,Planner and Project Plan 3,CFQ7TTC0HDB0,90.72,63.5,30,P1M
547,Autre,Planner and Project Plan 3,CFQ7TTC0HDB0,190.51,133.36,30,P1Y
548,Autre,Planner and Project Plan 3,CFQ7TTC0HDB0,142.88,100.02,30,P1Y
549,Autre,Planner and Project Plan 5,CFQ7TTC0HD9Z,785.86,550.1,30,P1Y
550,Autre,Planner and Project Plan 5,CFQ7TTC0HD9Z,269.89,188.92,30,P1Y
551,Autre,Planner and Project Plan 5,CFQ7TTC0HD9Z,349.27,244.49,30,P1Y
552,Autre,Planner and Project Plan 5,CFQ7TTC0HD9Z,166.32,116.42,30,P1M
553,Autre,Planner and Project Plan 5,CFQ7TTC0HD9Z,33.26,23.28,30,P1M
554,Autre,Planner and Project Plan 5,CFQ7TTC0HD9Z,74.84,52.39,30,P1M
555,Autre,Planner and Project Plan 5,CFQ7TTC0HD9Z,1746.36,1222.45,30,P1Y
556,Autre,Planner and Project Plan 5,CFQ7TTC0HD9Z,25.7,17.99,30,P1M
557,Autre,Planner Plan 1,CFQ7TTC0HDB1,317.52,222.26,30,P1Y
558,Autre,Planner Plan 1,CFQ7TTC0HDB1,30.24,21.17,30,P1M
559,Power Platform,Power Apps and Power Automate capacity add-on,CFQ7TTC0LH1S,1041.77,729.24,30,P1Y
560,Power Platform,Power Apps and Power Automate capacity add-on,CFQ7TTC0LH1S,99.22,69.45,30,P1M
561,Power Platform,Power Apps and Power Automate capacity add-on,CFQ7TTC0LH1S,1250.42,875.29,30,P1Y
562,Power Platform,Power Apps and Power Automate capacity add-on,CFQ7TTC0LH1S,141.75,99.22,30,P1M
563,Power Platform,Power Apps and Power Automate capacity add-on,CFQ7TTC0LH1S,1488.56,1041.99,30,P1Y
564,Power Platform,Power Apps and Power Automate capacity add-on,CFQ7TTC0LH1S,119.07,83.35,30,P1M
565,Power Platform,Power Apps Per App (1 app or website),CFQ7TTC0J4GS,10.58,7.41,30,P1M
566,Power Platform,Power Apps Per App (1 app or website),CFQ7TTC0J4GS,8.51,5.96,30,P1M
567,Power Platform,Power Apps Per App (1 app or website),CFQ7TTC0J4GS,9.07,6.35,30,P1M
568,Power Platform,Power Apps Per App (1 app or website),CFQ7TTC0J4GS,111.13,77.79,30,P1Y
569,Power Platform,Power Apps Per App (1 app or website),CFQ7TTC0J4GS,0.0,0.0,30,P1Y
570,Power Platform,Power Apps Per App (1 app or website),CFQ7TTC0J4GS,158.76,111.13,30,P1Y
571,Power Platform,Power Apps Per App (1 app or website),CFQ7TTC0J4GS,89.21,62.45,30,P1Y
572,Power Platform,Power Apps Per App (1 app or website),CFQ7TTC0J4GS,95.26,66.68,30,P1Y
573,Power Platform,Power Apps Per App (1 app or website),CFQ7TTC0J4GS,15.12,10.58,30,P1M
574,Power Platform,Power Apps Premium,CFQ7TTC0LH2H,22.68,15.88,30,P1M
575,Power Platform,Power Apps Premium,CFQ7TTC0LH2H,595.35,416.74,30,P1Y
576,Power Platform,Power Apps Premium,CFQ7TTC0LH2H,178.79,125.15,30,P1Y
577,Power Platform,Power Apps Premium,CFQ7TTC0LH2H,31.18,21.83,30,P1M
578,Power Platform,Power Apps Premium,CFQ7TTC0LH2H,238.14,166.7,30,P1Y
579,Power Platform,Power Apps Premium,CFQ7TTC0LH2H,357.21,250.05,30,P1Y
580,Power Platform,Power Apps Premium,CFQ7TTC0LH2H,327.35,229.14,30,P1Y
581,Power Platform,Power Apps Premium,CFQ7TTC0LH2H,56.7,39.69,30,P1M
582,Power Platform,Power Apps Premium,CFQ7TTC0LH2H,17.01,11.91,30,P1M
583,Power Platform,Power Automate Hosted Process,CFQ7TTC0PV17,2560.19,1792.13,30,P1Y
584,Power Platform,Power Automate Hosted Process,CFQ7TTC0PV17,6399.92,4479.94,30,P1Y
585,Power Platform,Power Automate Hosted Process,CFQ7TTC0PV17,335.38,234.77,30,P1M
586,Power Platform,Power Automate Hosted Process,CFQ7TTC0PV17,1921.75,1345.22,30,P1Y
587,Power Platform,Power Automate Hosted Process,CFQ7TTC0PV17,3521.45,2465.02,30,P1Y
588,Power Platform,Power Automate Hosted Process,CFQ7TTC0PV17,243.81,170.67,30,P1M
589,Power Platform,Power Automate Hosted Process,CFQ7TTC0PV17,183.02,128.11,30,P1M
590,Power Platform,Power Automate Hosted Process,CFQ7TTC0PV17,609.52,426.66,30,P1M
591,Power Platform,Power Automate per flow plan,CFQ7TTC0LH13,893.21,625.25,30,P1Y
592,Power Platform,Power Automate per flow plan,CFQ7TTC0LH13,1637.12,1145.98,30,P1Y
593,Power Platform,Power Automate per flow plan,CFQ7TTC0LH13,283.5,198.45,30,P1M
594,Power Platform,Power Automate per flow plan,CFQ7TTC0LH13,2976.75,2083.72,30,P1Y
595,Power Platform,Power Automate per flow plan,CFQ7TTC0LH13,155.92,109.14,30,P1M
596,Power Platform,Power Automate per flow plan,CFQ7TTC0LH13,85.05,59.54,30,P1M
597,Power Platform,Power Automate per user plan,CFQ7TTC0LH3L,446.42,312.49,30,P1Y
598,Power Platform,Power Automate per user plan,CFQ7TTC0LH3L,178.79,125.15,30,P1Y
599,Power Platform,Power Automate per user plan,CFQ7TTC0LH3L,23.53,16.47,30,P1M
600,Power Platform,Power Automate per user plan,CFQ7TTC0LH3L,17.01,11.91,30,P1M
601,Power Platform,Power Automate per user plan,CFQ7TTC0LH3L,135.7,94.99,30,P1Y
602,Power Platform,Power Automate per user plan,CFQ7TTC0LH3L,247.21,173.05,30,P1Y
603,Power Platform,Power Automate per user plan,CFQ7TTC0LH3L,12.92,9.04,30,P1M
604,Power Platform,Power Automate per user plan,CFQ7TTC0LH3L,42.52,29.76,30,P1M
605,Power Platform,Power Automate Premium,CFQ7TTC0LSGZ,247.21,173.05,30,P1Y
606,Power Platform,Power Automate Premium,CFQ7TTC0LSGZ,12.92,9.04,30,P1M
607,Power Platform,Power Automate Premium,CFQ7TTC0LSGZ,135.7,94.99,30,P1Y
608,Power Platform,Power Automate Premium,CFQ7TTC0LSGZ,446.42,312.49,30,P1Y
609,Power Platform,Power Automate Premium,CFQ7TTC0LSGZ,17.01,11.91,30,P1M
610,Power Platform,Power Automate Premium,CFQ7TTC0LSGZ,178.79,125.15,30,P1Y
611,Power Platform,Power Automate Premium,CFQ7TTC0LSGZ,42.52,29.76,30,P1M
612,Power Platform,Power Automate Premium,CFQ7TTC0LSGZ,23.53,16.47,30,P1M
613,Power Platform,Power Automate Process,CFQ7TTC0MFT9,714.42,500.09,30,P1Y
614,Power Platform,Power Automate Process,CFQ7TTC0MFT9,68.04,47.63,30,P1M
615,Power Platform,Power Automate Process,CFQ7TTC0MFT9,2143.26,1500.28,30,P1Y
616,Power Platform,Power Automate Process,CFQ7TTC0MFT9,4762.8,3333.96,30,P1Y
617,Power Platform,Power Automate Process,CFQ7TTC0MFT9,952.56,666.79,30,P1Y
618,Power Platform,Power Automate Process,CFQ7TTC0MFT9,204.12,142.88,30,P1M
619,Power Platform,Power Automate Process,CFQ7TTC0MFT9,90.72,63.5,30,P1M
620,Power Platform,Power Automate Process,CFQ7TTC0MFT9,453.6,317.52,30,P1M
621,Power Platform,Power Automate Process Mining add-on,CFQ7TTC0S6D5,31752.0,22226.4,30,P1Y
622,Power Platform,Power Automate Process Mining add-on,CFQ7TTC0S6D5,71442.0,50009.4,30,P1Y
623,Power Platform,Power Automate Process Mining add-on,CFQ7TTC0S6D5,23814.0,16669.8,30,P1Y
624,Power Platform,Power Automate Process Mining add-on,CFQ7TTC0S6D5,6804.0,4762.8,30,P1M
625,Power Platform,Power Automate Process Mining add-on,CFQ7TTC0S6D5,158760.0,111132.0,30,P1Y
626,Power Platform,Power Automate Process Mining add-on,CFQ7TTC0S6D5,3024.0,2116.8,30,P1M
627,Power Platform,Power Automate Process Mining add-on,CFQ7TTC0S6D5,2268.0,1587.6,30,P1M
628,Power Platform,Power Automate Process Mining add-on,CFQ7TTC0S6D5,15120.0,10584.0,30,P1M
629,Power Platform,Power Automate unattended RPA add-on,CFQ7TTC0LSH0,1339.63,937.74,30,P1Y
630,Power Platform,Power Automate unattended RPA add-on,CFQ7TTC0LSH0,1786.05,1250.23,30,P1Y
631,Power Platform,Power Automate unattended RPA add-on,CFQ7TTC0LSH0,233.89,163.72,30,P1M
632,Power Platform,Power Automate unattended RPA add-on,CFQ7TTC0LSH0,4465.31,3125.72,30,P1Y
633,Power Platform,Power Automate unattended RPA add-on,CFQ7TTC0LSH0,170.1,119.07,30,P1M
634,Power Platform,Power Automate unattended RPA add-on,CFQ7TTC0LSH0,127.58,89.31,30,P1M
635,Power Platform,Power Automate unattended RPA add-on,CFQ7TTC0LSH0,2455.87,1719.11,30,P1Y
636,Power Platform,Power Automate unattended RPA add-on,CFQ7TTC0LSH0,425.25,297.67,30,P1M
637,Power Platform,Power BI Premium Per User,CFQ7TTC0HL8W,72.58,50.81,30,P1M
638,Power Platform,Power BI Premium Per User,CFQ7TTC0HL8W,342.85,240.0,30,P1Y
639,Power Platform,Power BI Premium Per User,CFQ7TTC0HL8W,13.61,9.53,30,P1M
640,Power Platform,Power BI Premium Per User,CFQ7TTC0HL8W,142.88,100.02,30,P1Y
641,Power Platform,Power BI Premium Per User,CFQ7TTC0HL8W,7.56,5.29,30,P1M
642,Power Platform,Power BI Premium Per User,CFQ7TTC0HL8W,79.38,55.57,30,P1Y
643,Power Platform,Power BI Premium Per User,CFQ7TTC0HL8W,762.05,533.43,30,P1Y
644,Power Platform,Power BI Premium Per User,CFQ7TTC0HL8W,32.67,22.87,30,P1M
645,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0HL8T,317.52,222.26,30,P1Y
646,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0H61N,13.61,9.53,30,P1M
647,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0HL8T,72.95,51.06,30,P1Y
648,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0HL8T,13.61,9.53,30,P1M
649,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0HL8T,3.78,2.65,30,P1M
650,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0H61N,142.88,100.02,30,P1Y
651,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0HL8T,142.88,100.02,30,P1Y
652,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0HL8T,30.24,21.17,30,P1M
653,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0HL8T,6.96,4.87,30,P1M
654,Power Platform,Power BI Premium Per User Add-On,CFQ7TTC0HL8T,39.69,27.78,30,P1Y
655,Power Platform,Power BI Pro,CFQ7TTC0LHSF,72.95,51.06,30,P1Y
656,Power Platform,Power BI Pro,CFQ7TTC0LHSF,42.34,29.64,30,P1M
657,Power Platform,Power BI Pro,CFQ7TTC0LHSF,6.96,4.87,30,P1M
658,Power Platform,Power BI Pro,CFQ7TTC0LHSF,444.53,311.17,30,P1Y
659,Power Platform,Power BI Pro,CFQ7TTC0LHSF,39.69,27.78,30,P1Y
660,Power Platform,Power BI Pro,CFQ7TTC0H9MP,14.3,10.01,30,P1M
661,Power Platform,Power BI Pro,CFQ7TTC0H9MP,150.07,105.05,30,P1Y
662,Power Platform,Power BI Pro,CFQ7TTC0LHSF,3.78,2.65,30,P1M
